20150208 230100;2050;2050.5;2046.75;2047.5;4512
20150208 230200;2047.5;2048.5;2046.25;2047.75;1405
20150208 230300;2047.75;2048.25;2047.25;2047.5;353
20150208 230400;2047.25;2047.25;2045.25;2046.75;1165
20150208 230500;2047;2047.25;2046;2046.75;712
20150208 230600;2046.75;2047;2046;2046.25;515
20150208 230700;2046.5;2046.75;2046;2046.25;162
20150208 230800;2046.25;2046.5;2041.75;2043.25;2431
20150208 230900;2043.25;2044.75;2043.25;2044.25;480
20150208 231000;2044.25;2044.25;2043.5;2043.75;232
20150208 231100;2043.75;2044.5;2043.75;2044.5;468
20150208 231200;2044.5;2045.25;2044.5;2045;468
20150208 231300;2045;2045.5;2045;2045.25;145
20150208 231400;2045.25;2045.75;2045.25;2045.75;172
20150208 231500;2045.75;2046.75;2045.5;2046.5;330
20150208 231600;2046.25;2046.75;2046;2046.75;167
20150208 231700;2046.5;2046.75;2046.25;2046.25;98
20150208 231800;2046.25;2046.25;2046;2046.25;59
20150208 231900;2046.25;2047.5;2046;2047;348
20150208 232000;2047.25;2047.5;2047.25;2047.25;109
20150208 232100;2047.25;2047.75;2047.25;2047.5;220
20150208 232200;2047.5;2047.75;2047.25;2047.75;147
20150208 232300;2047.75;2047.75;2047;2047;143
20150208 232400;2047;2047.5;2046.75;2047;153
20150208 232500;2047;2047.5;2046.75;2047.5;155
20150208 232600;2047.5;2047.75;2047.25;2047.25;76
20150208 232700;2047.25;2047.5;2047;2047.25;691
20150208 232800;2047.25;2047.5;2047.25;2047.5;114
20150208 232900;2047.5;2047.5;2047;2047;89
20150208 233000;2047;2047;2046.25;2046.25;115
20150208 233100;2046.5;2047;2045.5;2045.5;341
20150208 233200;2045.75;2046;2045.5;2046;175
20150208 233300;2046;2046.5;2046;2046.25;312
20150208 233400;2046.25;2046.25;2045.5;2045.5;288
20150208 233500;2045.5;2045.5;2044.75;2045;237
20150208 233600;2045;2045;2044.75;2045;51
20150208 233700;2045;2045;2044.5;2044.75;226
20150208 233800;2044.5;2044.75;2044.5;2044.75;22
20150208 233900;2044.75;2044.75;2044.5;2044.75;105
20150208 234000;2044.75;2044.75;2044.5;2044.75;124
20150208 234100;2044.75;2044.75;2044.5;2044.75;132
20150208 234200;2044.75;2045.25;2044.75;2045.25;276
20150208 234300;2045.25;2045.25;2044.75;2045;97
20150208 234400;2045;2045;2044.75;2045;97
20150208 234500;2045;2045.25;2044.75;2045;53
20150208 234600;2045.25;2045.25;2044.5;2044.5;156
20150208 234700;2044.5;2044.75;2044.25;2044.5;106
20150208 234800;2044.5;2044.75;2044.5;2044.5;186
20150208 234900;2044.75;2044.75;2044;2044.25;103
