20140930 220100;1961;1961.75;1960.25;1960.5;3585
20140930 220200;1960.25;1962;1960;1961.75;1567
20140930 220300;1961.5;1962.5;1961.5;1962.25;468
20140930 220400;1962.25;1962.5;1961.5;1961.5;416
20140930 220500;1961.5;1961.75;1961.25;1961.25;481
20140930 220600;1961.5;1961.75;1961.25;1961.5;285
20140930 220700;1961.5;1961.5;1961;1961.25;326
20140930 220800;1961.5;1961.75;1961.5;1961.75;88
20140930 220900;1961.75;1961.75;1960.75;1961;478
20140930 221000;1961;1961;1960.25;1960.25;582
20140930 221100;1960.25;1960.5;1960;1960.5;342
20140930 221200;1960.25;1960.5;1960;1960.25;263
20140930 221300;1960.25;1960.75;1960;1960.75;474
20140930 221400;1960.75;1960.75;1960.5;1960.5;132
20140930 221500;1960.75;1961;1960.75;1961;81
20140930 221600;1961.25;1961.5;1961;1961;74
20140930 221700;1961;1961.5;1961;1961.5;137
20140930 221800;1961.5;1961.5;1961.25;1961.25;42
20140930 221900;1961.25;1961.25;1961.25;1961.25;84
20140930 222000;1961.25;1961.75;1961.25;1961.5;53
20140930 222100;1961.25;1961.25;1961.25;1961.25;140
20140930 222200;1961.25;1961.75;1961.25;1961.5;83
20140930 222300;1961.5;1961.5;1961.5;1961.5;26
20140930 222400;1961.5;1961.75;1961.25;1961.5;104
20140930 222500;1961.5;1961.75;1961.5;1961.75;15
20140930 222600;1961.75;1961.75;1961.75;1961.75;3
20140930 222700;1961.75;1961.75;1961.5;1961.5;34
20140930 222800;1961.5;1961.75;1961.5;1961.75;4
20140930 222900;1961.75;1961.75;1961.5;1961.75;447
20140930 223000;1961.5;1961.75;1961.5;1961.75;11
20140930 223100;1961.75;1961.75;1961.5;1961.5;6
20140930 223200;1961.5;1961.5;1961.25;1961.25;131
20140930 223300;1961.25;1961.25;1961.25;1961.25;151
20140930 223400;1961;1961.25;1961;1961.25;64
20140930 223500;1961.5;1961.5;1961.25;1961.5;40
20140930 223600;1961.25;1961.5;1961.25;1961.5;39
20140930 223700;1961.25;1961.5;1961.25;1961.5;77
20140930 223800;1961.75;1961.75;1961.5;1961.5;54
20140930 223900;1961.5;1961.5;1961.5;1961.5;2
20140930 224000;1961.25;1961.5;1961.25;1961.25;68
20140930 224100;1961.5;1961.5;1961.25;1961.25;33
20140930 224200;1961.5;1961.75;1961.5;1961.5;89
20140930 224300;1961.5;1961.5;1961.25;1961.25;52
20140930 224400;1961.25;1961.5;1961.25;1961.5;8
20140930 224500;1961.5;1961.5;1961.5;1961.5;5
20140930 224600;1961.5;1961.5;1961.5;1961.5;1
20140930 224700;1961.25;1961.25;1960.75;1961;240
20140930 224800;1961;1961.5;1961;1961.25;83
20140930 224900;1961.25;1961.5;1961.25;1961.5;84
20140930 225000;1961.5;1961.5;1961.25;1961.5;84
20140930 225100;1961.5;1961.75;1961.5;1961.5;21
20140930 225200;1961.5;1961.5;1961.5;1961.5;28
20140930 225300;1961.5;1961.75;1961.5;1961.75;49
20140930 225400;1961.5;1961.75;1961.5;1961.75;7
20140930 225500;1961.75;1961.75;1961.75;1961.75;9
20140930 225600;1961.75;1961.75;1961.75;1961.75;7
20140930 225700;1961.75;1961.75;1961.75;1961.75;27
20140930 225800;1961.5;1961.5;1961.5;1961.5;8
20140930 225900;1961.75;1961.75;1961.75;1961.75;26
20140930 230000;1961.75;1961.75;1961.75;1961.75;16
20140930 230100;1961.75;1962;1961.75;1962;110
20140930 230200;1962;1962;1961.75;1962;15
20140930 230300;1962;1962;1961.75;1961.75;250
20140930 230400;1961.75;1961.75;1961.75;1961.75;61
20140930 230500;1962;1962;1961.75;1961.75;4
20140930 230600;1961.75;1961.75;1961.75;1961.75;7
20140930 230700;1961.5;1961.5;1961.5;1961.5;1
20140930 230800;1961.5;1961.5;1961.25;1961.25;36
20140930 230900;1961.25;1961.5;1961.25;1961.5;12
20140930 231000;1961.5;1961.5;1961.5;1961.5;2
20140930 231100;1961.25;1961.5;1961.25;1961.5;34
20140930 231200;1961.25;1961.25;1961.25;1961.25;86
20140930 231300;1961.25;1961.25;1961;1961.25;120
20140930 231400;1961.25;1961.5;1961;1961;26
20140930 231500;1961.25;1961.25;1961;1961;16
20140930 231600;1961.25;1961.25;1961.25;1961.25;4
20140930 231700;1961;1961.25;1960.75;1960.75;98
20140930 231800;1960.75;1961;1960.75;1961;91
20140930 231900;1961;1961.25;1961;1961;11
20140930 232000;1961;1961.25;1961;1961;5
20140930 232100;1961;1961.25;1960.75;1960.75;23
20140930 232200;1960.75;1961.25;1960.75;1961.25;55
20140930 232300;1961.25;1961.25;1961.25;1961.25;3
20140930 232400;1961.25;1961.5;1961.25;1961.25;39
20140930 232500;1961.25;1961.25;1961.25;1961.25;25
20140930 232600;1961;1961.25;1961;1961.25;40
20140930 232700;1961.25;1961.25;1960.5;1960.75;196
20140930 232800;1961;1961;1960.75;1960.75;112
