20140102 110100;1837.75;1838;1834.25;1834.75;9890
20140102 110200;1834.5;1835.25;1834.5;1834.5;2597
20140102 110300;1834.5;1835.5;1834.25;1835.25;1943
20140102 110400;1835.5;1837;1835.25;1836.5;2667
20140102 110500;1836.25;1837;1836.25;1837;796
20140102 110600;1836.75;1837;1836.5;1836.5;566
20140102 110700;1836.5;1837;1836.5;1836.5;549
20140102 110800;1836.5;1836.75;1835.5;1835.5;972
20140102 110900;1835.5;1836.25;1835.5;1835.5;1017
20140102 111000;1835.75;1836;1835.5;1835.75;705
20140102 111100;1835.5;1835.75;1835.5;1835.75;74
20140102 111200;1835.5;1835.5;1835;1835.25;1044
20140102 111300;1835;1835.75;1835;1835.5;812
20140102 111400;1835.5;1836.25;1835.5;1836.25;1089
20140102 111500;1836.25;1836.5;1836;1836.5;309
20140102 111600;1836.5;1836.75;1836.25;1836.75;463
20140102 111700;1836.75;1837.25;1836.5;1836.75;753
20140102 111800;1836.75;1837;1836.5;1836.75;473
20140102 111900;1836.5;1836.75;1836.5;1836.5;650
20140102 112000;1836.75;1837;1836.75;1836.75;159
20140102 112100;1836.75;1837;1836.75;1836.75;213
20140102 112200;1836.75;1837.25;1836.75;1837.25;190
20140102 112300;1837;1837.75;1837;1837.5;381
20140102 112400;1837.5;1837.75;1837.25;1837.75;592
20140102 112500;1837.5;1838.25;1837.5;1838.25;1151
20140102 112600;1838;1838.75;1838;1838.75;1098
20140102 112700;1838.5;1838.75;1838;1838.5;754
20140102 112800;1838.5;1838.75;1838.5;1838.75;383
20140102 112900;1838.5;1839.5;1838.5;1839.5;1385
20140102 113000;1839.5;1839.75;1839.5;1839.75;385
20140102 113100;1839.5;1840.25;1839.5;1840;772
20140102 113200;1840.25;1840.25;1839.5;1839.5;1120
20140102 113300;1839.5;1839.75;1839;1839.25;558
20140102 113400;1839.25;1839.25;1839;1839.25;317
20140102 113500;1839.25;1839.5;1839.25;1839.5;56
20140102 113600;1839.5;1840;1839.5;1840;337
20140102 113700;1840;1840;1839.75;1839.75;295
20140102 113800;1839.75;1839.75;1839.5;1839.5;166
20140102 113900;1839.75;1839.75;1839;1839;760
20140102 114000;1839;1839.25;1839;1839;110
20140102 114100;1839.25;1839.25;1838.75;1839;144
20140102 114200;1839;1839;1838.5;1838.5;528
20140102 114300;1838.5;1838.75;1838.25;1838.75;775
20140102 114400;1839;1839.5;1838.75;1839.5;344
20140102 114500;1839.25;1839.25;1838.75;1839.25;414
20140102 114600;1839;1839.25;1839;1839;78
20140102 114700;1839.25;1839.25;1839;1839;63
20140102 114800;1839;1839.5;1839;1839.25;410
20140102 114900;1839.25;1839.5;1839.25;1839.5;404
20140102 115000;1839.25;1839.5;1839.25;1839.5;293
20140102 115100;1839.5;1839.75;1839.5;1839.5;230
20140102 115200;1839.5;1840.5;1839.25;1840.25;1018
20140102 115300;1840.5;1840.5;1840.25;1840.25;378
20140102 115400;1840.25;1840.75;1840.25;1840.5;485
20140102 115500;1840.5;1840.75;1840.25;1840.5;175
20140102 115600;1840.5;1840.5;1839.25;1839.25;1193
20140102 115700;1839.25;1839.5;1839;1839.25;538
20140102 115800;1839.5;1839.5;1838.75;1839;1241
20140102 115900;1839;1839;1838.5;1838.5;249
20140102 120000;1838.75;1839;1838.5;1838.75;161
20140102 120100;1838.75;1838.75;1838;1838.25;625
20140102 120200;1838.25;1838.25;1837.75;1838.25;1624
20140102 120300;1838.25;1838.25;1837.75;1838;579
20140102 120400;1838;1838;1837.75;1838;388
20140102 120500;1838;1838.5;1838;1838;354
20140102 120600;1838;1838.25;1838;1838;274
20140102 120700;1838;1838.25;1838;1838;88
20140102 120800;1838;1838.25;1837.75;1838;159
20140102 120900;1838;1838;1837.75;1837.75;730
20140102 121000;1837.75;1838;1837.5;1837.75;330
20140102 121100;1837.75;1838;1837.5;1838;393
20140102 121200;1838;1838.5;1838;1838.25;735
20140102 121300;1838;1838.25;1838;1838.25;288
20140102 121400;1838.25;1838.25;1838;1838;81
20140102 121500;1838;1838.5;1838;1838.5;146
20140102 121600;1838.25;1838.5;1838;1838;299
20140102 121700;1838.25;1838.5;1838.25;1838.25;229
20140102 121800;1838.25;1838.5;1838.25;1838.25;128
20140102 121900;1838.5;1838.5;1838;1838;427
20140102 122000;1838;1838;1837.5;1837.75;1178
20140102 122100;1837.75;1837.75;1837.5;1837.5;38
20140102 122200;1837.5;1837.75;1837.25;1837.5;557
20140102 122300;1837.5;1837.75;1837.5;1837.5;21
20140102 122400;1837.5;1837.75;1837.5;1837.5;85
